noun,condition,adjective,denotation,phrase
warship,concrete,possible,non-subsective,possible warship
warship,concrete,potential,non-subsective,potential warship
warship,concrete,past,non-subsective,past warship
warship,concrete,fake,non-subsective,fake warship
acre,concrete,good,subsective,good acre
acre,concrete,recent,subsective,recent acre
acre,concrete,typical,subsective,typical acre
acre,concrete,new,subsective,new acre
acre,concrete,possible,non-subsective,possible acre
acre,concrete,potential,non-subsective,potential acre
acre,concrete,past,non-subsective,past acre
acre,concrete,fake,non-subsective,fake acre
neon,concrete,good,subsective,good neon
neon,concrete,recent,subsective,recent neon
neon,concrete,typical,subsective,typical neon
neon,concrete,new,subsective,new neon
neon,concrete,possible,non-subsective,possible neon
neon,concrete,potential,non-subsective,potential neon
neon,concrete,past,non-subsective,past neon
neon,concrete,fake,non-subsective,fake neon
slum,concrete,good,subsective,good slum
slum,concrete,recent,subsective,recent slum
slum,concrete,typical,subsective,typical slum
slum,concrete,new,subsective,new slum
slum,concrete,possible,non-subsective,possible slum
slum,concrete,potential,non-subsective,potential slum
slum,concrete,past,non-subsective,past slum
slum,concrete,fake,non-subsective,fake slum
mogul,concrete,good,subsective,good mogul
mogul,concrete,recent,subsective,recent mogul
mogul,concrete,typical,subsective,typical mogul
mogul,concrete,new,subsective,new mogul
mogul,concrete,possible,non-subsective,possible mogul
mogul,concrete,potential,non-subsective,potential mogul
mogul,concrete,past,non-subsective,past mogul
mogul,concrete,fake,non-subsective,fake mogul
squid,concrete,good,subsective,good squid
squid,concrete,recent,subsective,recent squid
squid,concrete,typical,subsective,typical squid
squid,concrete,new,subsective,new squid
squid,concrete,possible,non-subsective,possible squid
squid,concrete,potential,non-subsective,potential squid
squid,concrete,past,non-subsective,past squid
squid,concrete,fake,non-subsective,fake squid
flea,concrete,good,subsective,good flea
flea,concrete,recent,subsective,recent flea
flea,concrete,typical,subsective,typical flea
flea,concrete,new,subsective,new flea
flea,concrete,possible,non-subsective,possible flea
flea,concrete,potential,non-subsective,potential flea
flea,concrete,past,non-subsective,past flea
flea,concrete,fake,non-subsective,fake flea
marrow,concrete,good,subsective,good marrow
marrow,concrete,recent,subsective,recent marrow
marrow,concrete,typical,subsective,typical marrow
marrow,concrete,new,subsective,new marrow
marrow,concrete,possible,non-subsective,possible marrow
marrow,concrete,potential,non-subsective,potential marrow
marrow,concrete,past,non-subsective,past marrow
marrow,concrete,fake,non-subsective,fake marrow
county,concrete,good,subsective,good county
county,concrete,recent,subsective,recent county
county,concrete,typical,subsective,typical county
county,concrete,new,subsective,new county
county,concrete,possible,non-subsective,possible county
county,concrete,potential,non-subsective,potential county
county,concrete,past,non-subsective,past county
county,concrete,fake,non-subsective,fake county
truffle,concrete,good,subsective,good truffle
truffle,concrete,recent,subsective,recent truffle
truffle,concrete,typical,subsective,typical truffle
truffle,concrete,new,subsective,new truffle
truffle,concrete,possible,non-subsective,possible truffle
truffle,concrete,potential,non-subsective,potential truffle
truffle,concrete,past,non-subsective,past truffle
truffle,concrete,fake,non-subsective,fake truffle
child,concrete,good,subsective,good child
child,concrete,recent,subsective,recent child
child,concrete,typical,subsective,typical child
child,concrete,new,subsective,new child
child,concrete,possible,non-subsective,possible child
child,concrete,potential,non-subsective,potential child
child,concrete,past,non-subsective,past child
child,concrete,fake,non-subsective,fake child
airport,concrete,good,subsective,good airport
airport,concrete,recent,subsective,recent airport
airport,concrete,typical,subsective,typical airport
airport,concrete,new,subsective,new airport
airport,concrete,possible,non-subsective,possible airport
airport,concrete,potential,non-subsective,potential airport
airport,concrete,past,non-subsective,past airport
airport,concrete,fake,non-subsective,fake airport
teat,concrete,good,subsective,good teat
teat,concrete,recent,subsective,recent teat
teat,concrete,typical,subsective,typical teat
teat,concrete,new,subsective,new teat
teat,concrete,possible,non-subsective,possible teat
teat,concrete,potential,non-subsective,potential teat
teat,concrete,past,non-subsective,past teat
teat,concrete,fake,non-subsective,fake teat
board,concrete,good,subsective,good board
board,concrete,recent,subsective,recent board
board,concrete,typical,subsective,typical board
board,concrete,new,subsective,new board
board,concrete,possible,non-subsective,possible board
board,concrete,potential,non-subsective,potential board
board,concrete,past,non-subsective,past board
board,concrete,fake,non-subsective,fake board
larva,concrete,good,subsective,good larva
larva,concrete,recent,subsective,recent larva
larva,concrete,typical,subsective,typical larva
larva,concrete,new,subsective,new larva
larva,concrete,possible,non-subsective,possible larva
larva,concrete,potential,non-subsective,potential larva
larva,concrete,past,non-subsective,past larva
larva,concrete,fake,non-subsective,fake larva
sulfur,concrete,good,subsective,good sulfur
sulfur,concrete,recent,subsective,recent sulfur
sulfur,concrete,typical,subsective,typical sulfur
sulfur,concrete,new,subsective,new sulfur
sulfur,concrete,possible,non-subsective,possible sulfur
sulfur,concrete,potential,non-subsective,potential sulfur
sulfur,concrete,past,non-subsective,past sulfur
sulfur,concrete,fake,non-subsective,fake sulfur
pesto,concrete,good,subsective,good pesto
pesto,concrete,recent,subsective,recent pesto
pesto,concrete,typical,subsective,typical pesto
pesto,concrete,new,subsective,new pesto
pesto,concrete,possible,non-subsective,possible pesto
pesto,concrete,potential,non-subsective,potential pesto
pesto,concrete,past,non-subsective,past pesto
pesto,concrete,fake,non-subsective,fake pesto
barge,concrete,good,subsective,good barge
barge,concrete,recent,subsective,recent barge
barge,concrete,typical,subsective,typical barge
barge,concrete,new,subsective,new barge
barge,concrete,possible,non-subsective,possible barge
barge,concrete,potential,non-subsective,potential barge
barge,concrete,past,non-subsective,past barge
barge,concrete,fake,non-subsective,fake barge
bugle,concrete,good,subsective,good bugle
bugle,concrete,recent,subsective,recent bugle
bugle,concrete,typical,subsective,typical bugle
bugle,concrete,new,subsective,new bugle
bugle,concrete,possible,non-subsective,possible bugle
bugle,concrete,potential,non-subsective,potential bugle
bugle,concrete,past,non-subsective,past bugle
bugle,concrete,fake,non-subsective,fake bugle
haze,concrete,good,subsective,good haze
haze,concrete,recent,subsective,recent haze
haze,concrete,typical,subsective,typical haze
haze,concrete,new,subsective,new haze
haze,concrete,possible,non-subsective,possible haze
haze,concrete,potential,non-subsective,potential haze
haze,concrete,past,non-subsective,past haze
haze,concrete,fake,non-subsective,fake haze
abscess,concrete,good,subsective,good abscess
abscess,concrete,recent,subsective,recent abscess
abscess,concrete,typical,subsective,typical abscess
abscess,concrete,new,subsective,new abscess
abscess,concrete,possible,non-subsective,possible abscess
abscess,concrete,potential,non-subsective,potential abscess
abscess,concrete,past,non-subsective,past abscess
abscess,concrete,fake,non-subsective,fake abscess
nurse,concrete,good,subsective,good nurse
nurse,concrete,recent,subsective,recent nurse
nurse,concrete,typical,subsective,typical nurse
nurse,concrete,new,subsective,new nurse
nurse,concrete,possible,non-subsective,possible nurse
nurse,concrete,potential,non-subsective,potential nurse
nurse,concrete,past,non-subsective,past nurse
nurse,concrete,fake,non-subsective,fake nurse
sod,concrete,good,subsective,good sod
sod,concrete,recent,subsective,recent sod
sod,concrete,typical,subsective,typical sod
sod,concrete,new,subsective,new sod
sod,concrete,possible,non-subsective,possible sod
sod,concrete,potential,non-subsective,potential sod
sod,concrete,past,non-subsective,past sod
sod,concrete,fake,non-subsective,fake sod
grenade,concrete,good,subsective,good grenade
grenade,concrete,recent,subsective,recent grenade
grenade,concrete,typical,subsective,typical grenade
grenade,concrete,new,subsective,new grenade
grenade,concrete,possible,non-subsective,possible grenade
grenade,concrete,potential,non-subsective,potential grenade
grenade,concrete,past,non-subsective,past grenade
grenade,concrete,fake,non-subsective,fake grenade
podium,concrete,good,subsective,good podium
podium,concrete,recent,subsective,recent podium
podium,concrete,typical,subsective,typical podium
podium,concrete,new,subsective,new podium
podium,concrete,possible,non-subsective,possible podium
podium,concrete,potential,non-subsective,potential podium
podium,concrete,past,non-subsective,past podium
podium,concrete,fake,non-subsective,fake podium
roofer,concrete,good,subsective,good roofer
roofer,concrete,recent,subsective,recent roofer
roofer,concrete,typical,subsective,typical roofer
roofer,concrete,new,subsective,new roofer
roofer,concrete,possible,non-subsective,possible roofer
roofer,concrete,potential,non-subsective,potential roofer
roofer,concrete,past,non-subsective,past roofer
roofer,concrete,fake,non-subsective,fake roofer
tee,concrete,good,subsective,good tee
tee,concrete,recent,subsective,recent tee
tee,concrete,typical,subsective,typical tee
tee,concrete,new,subsective,new tee
tee,concrete,possible,non-subsective,possible tee
tee,concrete,potential,non-subsective,potential tee
tee,concrete,past,non-subsective,past tee
tee,concrete,fake,non-subsective,fake tee
choir,concrete,good,subsective,good choir
choir,concrete,recent,subsective,recent choir
choir,concrete,typical,subsective,typical choir
choir,concrete,new,subsective,new choir
choir,concrete,possible,non-subsective,possible choir
choir,concrete,potential,non-subsective,potential choir
choir,concrete,past,non-subsective,past choir
choir,concrete,fake,non-subsective,fake choir
island,concrete,good,subsective,good island
island,concrete,recent,subsective,recent island
island,concrete,typical,subsective,typical island
island,concrete,new,subsective,new island
island,concrete,possible,non-subsective,possible island
island,concrete,potential,non-subsective,potential island
island,concrete,past,non-subsective,past island
island,concrete,fake,non-subsective,fake island
relic,concrete,good,subsective,good relic
relic,concrete,recent,subsective,recent relic
relic,concrete,typical,subsective,typical relic
relic,concrete,new,subsective,new relic
relic,concrete,possible,non-subsective,possible relic
relic,concrete,potential,non-subsective,potential relic
relic,concrete,past,non-subsective,past relic
relic,concrete,fake,non-subsective,fake relic
bisque,concrete,good,subsective,good bisque
bisque,concrete,recent,subsective,recent bisque
bisque,concrete,typical,subsective,typical bisque
bisque,concrete,new,subsective,new bisque
bisque,concrete,possible,non-subsective,possible bisque
bisque,concrete,potential,non-subsective,potential bisque
bisque,concrete,past,non-subsective,past bisque
bisque,concrete,fake,non-subsective,fake bisque
depot,concrete,good,subsective,good depot
depot,concrete,recent,subsective,recent depot
depot,concrete,typical,subsective,typical depot
depot,concrete,new,subsective,new depot
depot,concrete,possible,non-subsective,possible depot
depot,concrete,potential,non-subsective,potential depot
depot,concrete,past,non-subsective,past depot
depot,concrete,fake,non-subsective,fake depot
router,concrete,good,subsective,good router
router,concrete,recent,subsective,recent router
router,concrete,typical,subsective,typical router
